year,band,country,facets,score,question
2015,band_D,Namibia,Financial,1.0,
2015,band_D,Philippines,Financial,2.0,
2015,band_D,Portugal,Financial,2.0,
2015,band_D,Russian-Federation,Financial,1.0,
2015,band_D,South-Africa,Financial,4.0,
2015,band_D,Tunisia,Financial,4.0,
2015,band_D,Turkey,Financial,2.0,
2015,band_D,Ukraine,Financial,1.0,
2015,band_E,Afghanistan,Financial,1.0,
2015,band_E,Azerbaijan,Financial,4.0,
2015,band_E,Botswana,Financial,2.0,
2015,band_E,Brazil,Financial,1.0,
2015,band_E,Burundi,Financial,2.0,
2015,band_E,China,Financial,1.0,
2015,band_E,Comoros,Financial,2.0,
2015,band_E,Ethiopia,Financial,1.0,
2015,band_E,"Gambia,-The",Financial,2.0,
2015,band_E,"Iran,-Islamic-Rep.",Financial,1.0,
2015,band_E,Jordan,Financial,1.0,
2015,band_E,Lebanon,Financial,3.0,
2015,band_E,Liberia,Financial,1.0,
2015,band_E,Madagascar,Financial,2.0,
2015,band_E,Malawi,Financial,4.0,
2015,band_E,Mali,Financial,0.0,
2015,band_E,Mozambique,Financial,1.0,
2015,band_E,Niger,Financial,4.0,
2015,band_E,Nigeria,Financial,1.0,
2015,band_E,Pakistan,Financial,1.0,
2015,band_E,Republic-of-Cote-d'Ivoire,Financial,0.0,
2015,band_E,Rwanda,Financial,0.0,
2015,band_E,Saudi-Arabia,Financial,1.0,
2015,band_E,Senegal,Financial,2.0,
2015,band_E,Sierra-Leone,Financial,2.0,
2015,band_E,Sri-Lanka,Financial,1.0,
2015,band_E,Swaziland,Financial,2.0,
2015,band_E,Tanzania,Financial,1.0,
2015,band_E,Thailand,Financial,2.0,
2015,band_E,Uganda,Financial,1.0,
2015,band_E,United-Arab-Emirates,Financial,2.0,
2015,band_E,Uzbekistan,Financial,1.0,
2015,band_E,Zambia,Financial,0.0,
2015,band_F,Algeria,Financial,0.0,
2015,band_F,Bahrain,Financial,0.0,
2015,band_F,Burkina-Faso,Financial,0.0,
2015,band_F,Cambodia,Financial,0.0,
2015,band_F,Cameroon,Financial,2.0,
2015,band_F,Central-African-Republic,Financial,0.0,
2015,band_F,Chad,Financial,2.0,
2015,band_F,"Congo,-Rep.",Financial,0.0,
2015,band_F,Democratic-Republic-of-the-Congo,Financial,0.0,
2015,band_F,"Egypt,-Arab-Rep.",Financial,0.0,
2015,band_F,Equatorial-Guinea,Financial,2.0,
2015,band_F,Eritrea,Financial,0.0,
2015,band_F,Gabon,Financial,0.0,
2015,band_F,Guinea-Bissau,Financial,0.0,
2015,band_F,Guinea,Financial,0.0,
2015,band_F,Iraq,Financial,0.0,
2015,band_F,Kuwait,Financial,4.0,
2015,band_F,Libya,Financial,4.0,
2015,band_F,Mauritania,Financial,1.0,
2015,band_F,Morocco,Financial,4.0,
2015,band_F,Myanmar,Financial,1.0,
2015,band_F,Oman,Financial,0.0,
2015,band_F,Qatar,Financial,0.0,
2015,band_F,Somalia,Financial,0.0,
2015,band_F,South-Sudan,Financial,0.0,
2015,band_F,Sudan,Financial,0.0,
2015,band_F,Syrian-Arab-Republic,Financial,1.0,
2015,band_F,Togo,Financial,2.0,
2015,band_F,"Yemen,-Rep.",Financial,0.0,
2015,band_F,Zimbabwe,Financial,0.0,
2015,band_A,New-Zealand,Financial,,
2015,band_A,United-Kingdom,Financial,4.0,
2015,band_B,Australia,Financial,,
2015,band_B,Belgium,Financial,,
2015,band_B,Canada,Financial,,
2015,band_B,Denmark,Financial,,
2015,band_B,Finland,Financial,,
2015,band_B,Germany,Financial,3.0,
2015,band_B,Japan,Financial,,
2015,band_B,Latvia,Financial,,
2015,band_B,Netherlands,Financial,3.0,
2015,band_B,Norway,Financial,3.0,
2015,band_B,Poland,Financial,3.0,
2015,band_B,Singapore,Financial,,
2015,band_B,Sweden,Financial,,
2015,band_B,Switzerland,Financial,4.0,
2015,band_B,Taiwan,Financial,4.0,
2015,band_B,United-States,Financial,,
2015,band_C,Argentina,Financial,,
2015,band_C,Austria,Financial,4.0,
2015,band_C,Bulgaria,Financial,2.0,
2015,band_C,Croatia,Financial,2.0,
2015,band_C,Czech-Republic,Financial,3.0,
2015,band_C,France,Financial,3.0,
2015,band_C,Georgia,Financial,2.0,
2015,band_C,Greece,Financial,2.0,
2015,band_C,Hungary,Financial,1.0,
2015,band_C,Italy,Financial,2.0,
2015,band_C,Lithuania,Financial,,
2015,band_C,Mexico,Financial,2.0,
2015,band_C,Serbia,Financial,1.0,
2015,band_C,South-Korea,Financial,,
2015,band_C,Spain,Financial,,
2015,band_D,Armenia,Financial,1.0,
2015,band_D,Bangladesh,Financial,2.0,
2015,band_D,Benin,Financial,,
2015,band_D,Bosnia-and-Herzegovina,Financial,,
2015,band_D,Cape-Verde,Financial,,
2015,band_D,Ghana,Financial,1.0,
2015,band_D,India,Financial,2.0,
2015,band_D,Indonesia,Financial,0.0,
2015,band_D,Kenya,Financial,1.0,
2015,band_D,Malaysia,Financial,2.0,
2015,band_D,Namibia,Financial,0.0,
2015,band_D,Philippines,Financial,1.0,
2015,band_D,Portugal,Financial,3.0,
2015,band_D,Russian-Federation,Financial,1.0,
2015,band_D,South-Africa,Financial,,
2015,band_D,Tunisia,Financial,,
2015,band_D,Turkey,Financial,1.0,
2015,band_D,Ukraine,Financial,2.0,
2015,band_E,Afghanistan,Financial,0.0,
2015,band_E,Azerbaijan,Financial,,
2015,band_E,Botswana,Financial,0.0,
2015,band_E,Brazil,Financial,0.0,
2015,band_E,Burundi,Financial,2.0,
2015,band_E,China,Financial,1.0,
2015,band_E,Comoros,Financial,2.0,
2015,band_E,Ethiopia,Financial,2.0,
2015,band_E,"Gambia,-The",Financial,2.0,
2015,band_E,"Iran,-Islamic-Rep.",Financial,0.0,
2015,band_E,Jordan,Financial,1.0,
2015,band_E,Lebanon,Financial,2.0,
2015,band_E,Liberia,Financial,1.0,
2015,band_E,Madagascar,Financial,2.0,
2015,band_E,Malawi,Financial,,
2015,band_E,Mali,Financial,0.0,
2015,band_E,Mozambique,Financial,0.0,
2015,band_E,Niger,Financial,,
2015,band_E,Nigeria,Financial,2.0,
2015,band_E,Pakistan,Financial,0.0,
2015,band_E,Republic-of-Cote-d'Ivoire,Financial,1.0,
2015,band_E,Rwanda,Financial,0.0,
2015,band_E,Saudi-Arabia,Financial,0.0,
2015,band_E,Senegal,Financial,2.0,
2015,band_E,Sierra-Leone,Financial,2.0,
2015,band_E,Sri-Lanka,Financial,1.0,
2015,band_E,Swaziland,Financial,,
2015,band_E,Tanzania,Financial,1.0,
2015,band_E,Thailand,Financial,1.0,
2015,band_E,Uganda,Financial,1.0,
2015,band_E,United-Arab-Emirates,Financial,0.0,
2015,band_E,Uzbekistan,Financial,0.0,
2015,band_E,Zambia,Financial,0.0,
2015,band_F,Algeria,Financial,0.0,
2015,band_F,Bahrain,Financial,0.0,
2015,band_F,Burkina-Faso,Financial,0.0,
2015,band_F,Cambodia,Financial,1.0,
2015,band_F,Cameroon,Financial,2.0,
2015,band_F,Central-African-Republic,Financial,0.0,
2015,band_F,Chad,Financial,2.0,
2015,band_F,"Congo,-Rep.",Financial,0.0,
2015,band_F,Democratic-Republic-of-the-Congo,Financial,0.0,
2015,band_F,"Egypt,-Arab-Rep.",Financial,0.0,
2015,band_F,Equatorial-Guinea,Financial,2.0,
2015,band_F,Eritrea,Financial,0.0,
2015,band_F,Gabon,Financial,0.0,
2015,band_F,Guinea-Bissau,Financial,0.0,
2015,band_F,Guinea,Financial,0.0,
2015,band_F,Iraq,Financial,0.0,
2015,band_F,Kuwait,Financial,,
2015,band_F,Libya,Financial,,
2015,band_F,Mauritania,Financial,1.0,
2015,band_F,Morocco,Financial,,
2015,band_F,Myanmar,Financial,1.0,
2015,band_F,Oman,Financial,,
2015,band_F,Qatar,Financial,0.0,
2015,band_F,Somalia,Financial,0.0,
2015,band_F,South-Sudan,Financial,0.0,
2015,band_F,Sudan,Financial,0.0,
2015,band_F,Syrian-Arab-Republic,Financial,0.0,
2015,band_F,Togo,Financial,2.0,
2015,band_F,"Yemen,-Rep.",Financial,0.0,
2015,band_F,Zimbabwe,Financial,0.0,
2015,band_A,New-Zealand,Financial,3.0,
2015,band_A,United-Kingdom,Financial,4.0,
2015,band_B,Australia,Financial,4.0,
2015,band_B,Belgium,Financial,4.0,
2015,band_B,Canada,Financial,4.0,
2015,band_B,Denmark,Financial,4.0,
2015,band_B,Finland,Financial,4.0,
2015,band_B,Germany,Financial,4.0,
2015,band_B,Japan,Financial,3.0,
2015,band_B,Latvia,Financial,4.0,
2015,band_B,Netherlands,Financial,2.0,
2015,band_B,Norway,Financial,3.0,
2015,band_B,Poland,Financial,2.0,
2015,band_B,Singapore,Financial,4.0,
2015,band_B,Sweden,Financial,3.0,
2015,band_B,Switzerland,Financial,2.0,
2015,band_B,Taiwan,Financial,3.0,
2015,band_B,United-States,Financial,4.0,
2015,band_C,Argentina,Financial,2.0,
2015,band_C,Austria,Financial,3.0,
2015,band_C,Bulgaria,Financial,2.0,
2015,band_C,Croatia,Financial,4.0,
2015,band_C,Czech-Republic,Financial,4.0,
2015,band_C,France,Financial,4.0,
2015,band_C,Georgia,Financial,2.0,
2015,band_C,Greece,Financial,4.0,
2015,band_C,Hungary,Financial,2.0,
2015,band_C,Italy,Financial,2.0,
2015,band_C,Lithuania,Financial,4.0,
2015,band_C,Mexico,Financial,2.0,
2015,band_C,Serbia,Financial,2.0,
2015,band_C,South-Korea,Financial,3.0,
2015,band_C,Spain,Financial,3.0,
2015,band_D,Armenia,Financial,2.0,
2015,band_D,Bangladesh,Financial,2.0,
2015,band_D,Benin,Financial,3.0,
2015,band_D,Bosnia-and-Herzegovina,Financial,4.0,
2015,band_D,Cape-Verde,Financial,3.0,
2015,band_D,Ghana,Financial,1.0,
2015,band_D,India,Financial,2.0,
2015,band_D,Indonesia,Financial,1.0,
2015,band_D,Kenya,Financial,0.0,
2015,band_D,Malaysia,Financial,4.0,
2015,band_D,Namibia,Financial,3.0,
2015,band_D,Philippines,Financial,2.0,
2015,band_D,Portugal,Financial,3.0,
2015,band_D,Russian-Federation,Financial,3.0,
2015,band_D,South-Africa,Financial,2.0,
2015,band_D,Tunisia,Financial,4.0,
2015,band_D,Turkey,Financial,4.0,
2015,band_D,Ukraine,Financial,1.0,
2015,band_E,Afghanistan,Financial,0.0,
2015,band_E,Azerbaijan,Financial,2.0,
2015,band_E,Botswana,Financial,0.0,
2015,band_E,Brazil,Financial,2.0,
2015,band_E,Burundi,Financial,2.0,
2015,band_E,China,Financial,2.0,
2015,band_E,Comoros,Financial,2.0,
2015,band_E,Ethiopia,Financial,3.0,
2015,band_E,"Gambia,-The",Financial,0.0,
2015,band_E,"Iran,-Islamic-Rep.",Financial,1.0,
2015,band_E,Jordan,Financial,2.0,
2015,band_E,Lebanon,Financial,3.0,
2015,band_E,Liberia,Financial,1.0,
2015,band_E,Madagascar,Financial,2.0,
2015,band_E,Malawi,Financial,2.0,
2015,band_E,Mali,Financial,1.0,
2015,band_E,Mozambique,Financial,2.0,
2015,band_E,Niger,Financial,2.0,
2015,band_E,Nigeria,Financial,1.0,
2015,band_E,Pakistan,Financial,0.0,
2015,band_E,Republic-of-Cote-d'Ivoire,Financial,1.0,
2015,band_E,Rwanda,Financial,1.0,
2015,band_E,Saudi-Arabia,Financial,2.0,
2015,band_E,Senegal,Financial,0.0,
2015,band_E,Sierra-Leone,Financial,1.0,
2015,band_E,Sri-Lanka,Financial,2.0,
2015,band_E,Swaziland,Financial,4.0,
2015,band_E,Tanzania,Financial,0.0,
2015,band_E,Thailand,Financial,1.0,
2015,band_E,Uganda,Financial,0.0,
2015,band_E,United-Arab-Emirates,Financial,1.0,
2015,band_E,Uzbekistan,Financial,0.0,
2015,band_E,Zambia,Financial,0.0,
2015,band_F,Algeria,Financial,1.0,
2015,band_F,Bahrain,Financial,1.0,
2015,band_F,Burkina-Faso,Financial,0.0,
2015,band_F,Cambodia,Financial,0.0,
2015,band_F,Cameroon,Financial,0.0,
2015,band_F,Central-African-Republic,Financial,0.0,
2015,band_F,Chad,Financial,1.0,
2015,band_F,"Congo,-Rep.",Financial,0.0,
2015,band_F,Democratic-Republic-of-the-Congo,Financial,1.0,
2015,band_F,"Egypt,-Arab-Rep.",Financial,0.0,
2015,band_F,Equatorial-Guinea,Financial,0.0,
2015,band_F,Eritrea,Financial,0.0,
2015,band_F,Gabon,Financial,0.0,
2015,band_F,Guinea-Bissau,Financial,0.0,
2015,band_F,Guinea,Financial,0.0,
2015,band_F,Iraq,Financial,0.0,
2015,band_F,Kuwait,Financial,0.0,
2015,band_F,Libya,Financial,0.0,
2015,band_F,Mauritania,Financial,0.0,
2015,band_F,Morocco,Financial,1.0,
2015,band_F,Myanmar,Financial,0.0,
2015,band_F,Oman,Financial,2.0,
2015,band_F,Qatar,Financial,0.0,
2015,band_F,Somalia,Financial,0.0,
2015,band_F,South-Sudan,Financial,1.0,
2015,band_F,Sudan,Financial,0.0,
2015,band_F,Syrian-Arab-Republic,Financial,0.0,
2015,band_F,Togo,Financial,1.0,
2015,band_F,"Yemen,-Rep.",Financial,0.0,
2015,band_F,Zimbabwe,Financial,0.0,
2015,band_A,New-Zealand,Personnel,4.0,
2015,band_A,United-Kingdom,Personnel,2.0,
2015,band_B,Australia,Personnel,2.0,
2015,band_B,Belgium,Personnel,2.0,
2015,band_B,Canada,Personnel,2.0,
2015,band_B,Denmark,Personnel,3.0,
2015,band_B,Finland,Personnel,3.0,
2015,band_B,Germany,Personnel,2.0,
2015,band_B,Japan,Personnel,4.0,
2015,band_B,Latvia,Personnel,2.0,
2015,band_B,Netherlands,Personnel,3.0,
2015,band_B,Norway,Personnel,3.0,
2015,band_B,Poland,Personnel,3.0,
2015,band_B,Singapore,Personnel,4.0,
2015,band_B,Sweden,Personnel,2.0,
2015,band_B,Switzerland,Personnel,3.0,
2015,band_B,Taiwan,Personnel,4.0,
2015,band_B,United-States,Personnel,4.0,
2015,band_C,Argentina,Personnel,2.0,
2015,band_C,Austria,Personnel,2.0,
2015,band_C,Bulgaria,Personnel,3.0,
2015,band_C,Croatia,Personnel,2.0,
2015,band_C,Czech-Republic,Personnel,2.0,
2015,band_C,France,Personnel,0.0,
2015,band_C,Georgia,Personnel,4.0,
2015,band_C,Greece,Personnel,3.0,
2015,band_C,Hungary,Personnel,3.0,
2015,band_C,Italy,Personnel,2.0,
2015,band_C,Lithuania,Personnel,2.0,
2015,band_C,Mexico,Personnel,3.0,
2015,band_C,Serbia,Personnel,3.0,
2015,band_C,South-Korea,Personnel,3.0,
2015,band_C,Spain,Personnel,1.0,
2015,band_D,Armenia,Personnel,3.0,
2015,band_D,Bangladesh,Personnel,2.0,
2015,band_D,Benin,Personnel,3.0,
2015,band_D,Bosnia-and-Herzegovina,Personnel,3.0,
2015,band_D,Cape-Verde,Personnel,2.0,
2015,band_D,Ghana,Personnel,2.0,
2015,band_D,India,Personnel,3.0,
2015,band_D,Indonesia,Personnel,2.0,
2015,band_D,Kenya,Personnel,2.0,
2015,band_D,Malaysia,Personnel,3.0,
2015,band_D,Namibia,Personnel,3.0,
2015,band_D,Philippines,Personnel,4.0,
2015,band_D,Portugal,Personnel,1.0,
2015,band_D,Russian-Federation,Personnel,2.0,
2015,band_D,South-Africa,Personnel,1.0,
2015,band_D,Tunisia,Personnel,1.0,
2015,band_D,Turkey,Personnel,0.0,
2015,band_D,Ukraine,Personnel,2.0,
2015,band_E,Afghanistan,Personnel,2.0,
2015,band_E,Azerbaijan,Personnel,1.0,
2015,band_E,Botswana,Personnel,0.0,
2015,band_E,Brazil,Personnel,0.0,
2015,band_E,Burundi,Personnel,2.0,
2015,band_E,China,Personnel,3.0,
2015,band_E,Comoros,Personnel,1.0,
2015,band_E,Ethiopia,Personnel,3.0,
2015,band_E,"Gambia,-The",Personnel,0.0,
2015,band_E,"Iran,-Islamic-Rep.",Personnel,0.0,
2015,band_E,Jordan,Personnel,2.0,
2015,band_E,Lebanon,Personnel,1.0,
2015,band_E,Liberia,Personnel,3.0,
2015,band_E,Madagascar,Personnel,4.0,
2015,band_E,Malawi,Personnel,1.0,
2015,band_E,Mali,Personnel,1.0,
2015,band_E,Mozambique,Personnel,1.0,
2015,band_E,Niger,Personnel,0.0,
2015,band_E,Nigeria,Personnel,1.0,
2015,band_E,Pakistan,Personnel,1.0,
2015,band_E,Republic-of-Cote-d'Ivoire,Personnel,3.0,
2015,band_E,Rwanda,Personnel,2.0,
2015,band_E,Saudi-Arabia,Personnel,0.0,
2015,band_E,Senegal,Personnel,0.0,
2015,band_E,Sierra-Leone,Personnel,1.0,
2015,band_E,Sri-Lanka,Personnel,2.0,
2015,band_E,Swaziland,Personnel,1.0,
2015,band_E,Tanzania,Personnel,0.0,
2015,band_E,Thailand,Personnel,1.0,
2015,band_E,Uganda,Personnel,2.0,
2015,band_E,United-Arab-Emirates,Personnel,0.0,
2015,band_E,Uzbekistan,Personnel,1.0,
2015,band_E,Zambia,Personnel,2.0,
2015,band_F,Algeria,Personnel,0.0,
2015,band_F,Bahrain,Personnel,0.0,
2015,band_F,Burkina-Faso,Personnel,1.0,
2015,band_F,Cambodia,Personnel,1.0,
2015,band_F,Cameroon,Personnel,1.0,
2015,band_F,Central-African-Republic,Personnel,1.0,
2015,band_F,Chad,Personnel,0.0,
2015,band_F,"Congo,-Rep.",Personnel,3.0,
2015,band_F,Democratic-Republic-of-the-Congo,Personnel,2.0,
2015,band_F,"Egypt,-Arab-Rep.",Personnel,0.0,
2015,band_F,Equatorial-Guinea,Personnel,1.0,
2015,band_F,Eritrea,Personnel,0.0,
2015,band_F,Gabon,Personnel,0.0,
2015,band_F,Guinea-Bissau,Personnel,1.0,
2015,band_F,Guinea,Personnel,1.0,
2015,band_F,Iraq,Personnel,1.0,
2015,band_F,Kuwait,Personnel,0.0,
2015,band_F,Libya,Personnel,1.0,
2015,band_F,Mauritania,Personnel,2.0,
2015,band_F,Morocco,Personnel,0.0,
2015,band_F,Myanmar,Personnel,0.0,
2015,band_F,Oman,Personnel,0.0,
2015,band_F,Qatar,Personnel,0.0,
2015,band_F,Somalia,Personnel,1.0,
2015,band_F,South-Sudan,Personnel,1.0,
2015,band_F,Sudan,Personnel,0.0,
2015,band_F,Syrian-Arab-Republic,Personnel,0.0,
2015,band_F,Togo,Personnel,0.0,
2015,band_F,"Yemen,-Rep.",Personnel,0.0,
2015,band_F,Zimbabwe,Personnel,1.0,
2015,band_A,New-Zealand,Personnel,4.0,
2015,band_A,United-Kingdom,Personnel,4.0,
2015,band_B,Australia,Personnel,4.0,
2015,band_B,Belgium,Personnel,4.0,
2015,band_B,Canada,Personnel,3.0,
2015,band_B,Denmark,Personnel,4.0,
2015,band_B,Finland,Personnel,4.0,
2015,band_B,Germany,Personnel,4.0,
2015,band_B,Japan,Personnel,3.0,
2015,band_B,Latvia,Personnel,3.0,
2015,band_B,Netherlands,Personnel,3.0,
2015,band_B,Norway,Personnel,3.0,
2015,band_B,Poland,Personnel,3.0,
2015,band_B,Singapore,Personnel,4.0,
2015,band_B,Sweden,Personnel,4.0,
2015,band_B,Switzerland,Personnel,3.0,
2015,band_B,Taiwan,Personnel,3.0,
2015,band_B,United-States,Personnel,3.0,
2015,band_C,Argentina,Personnel,2.0,
2015,band_C,Austria,Personnel,3.0,
2015,band_C,Bulgaria,Personnel,2.0,
2015,band_C,Croatia,Personnel,2.0,
2015,band_C,Czech-Republic,Personnel,3.0,
2015,band_C,France,Personnel,3.0,
2015,band_C,Georgia,Personnel,3.0,
2015,band_C,Greece,Personnel,3.0,
2015,band_C,Hungary,Personnel,2.0,
2015,band_C,Italy,Personnel,3.0,
2015,band_C,Lithuania,Personnel,3.0,
2015,band_C,Mexico,Personnel,2.0,
2015,band_C,Serbia,Personnel,2.0,
2015,band_C,South-Korea,Personnel,3.0,
2015,band_C,Spain,Personnel,2.0,
2015,band_D,Armenia,Personnel,2.0,
2015,band_D,Bangladesh,Personnel,3.0,
2015,band_D,Benin,Personnel,2.0,
2015,band_D,Bosnia-and-Herzegovina,Personnel,2.0,
2015,band_D,Cape-Verde,Personnel,2.0,
2015,band_D,Ghana,Personnel,2.0,
2015,band_D,India,Personnel,2.0,
2015,band_D,Indonesia,Personnel,2.0,
2015,band_D,Kenya,Personnel,2.0,
2015,band_D,Malaysia,Personnel,3.0,
2015,band_D,Namibia,Personnel,2.0,
2015,band_D,Philippines,Personnel,3.0,
2015,band_D,Portugal,Personnel,3.0,
2015,band_D,Russian-Federation,Personnel,2.0,
2015,band_D,South-Africa,Personnel,2.0,
2015,band_D,Tunisia,Personnel,2.0,
2015,band_D,Turkey,Personnel,2.0,
2015,band_D,Ukraine,Personnel,3.0,
2015,band_E,Afghanistan,Personnel,2.0,
2015,band_E,Azerbaijan,Personnel,2.0,
2015,band_E,Botswana,Personnel,2.0,
2015,band_E,Brazil,Personnel,2.0,
2015,band_E,Burundi,Personnel,2.0,
2015,band_E,China,Personnel,3.0,
2015,band_E,Comoros,Personnel,2.0,
2015,band_E,Ethiopia,Personnel,2.0,
2015,band_E,"Gambia,-The",Personnel,2.0,
2015,band_E,"Iran,-Islamic-Rep.",Personnel,2.0,
2015,band_E,Jordan,Personnel,2.0,
2015,band_E,Lebanon,Personnel,3.0,
2015,band_E,Liberia,Personnel,2.0,
2015,band_E,Madagascar,Personnel,2.0,
2015,band_E,Malawi,Personnel,2.0,
2015,band_E,Mali,Personnel,2.0,
2015,band_E,Mozambique,Personnel,2.0,
2015,band_E,Niger,Personnel,2.0,
2015,band_E,Nigeria,Personnel,2.0,
2015,band_E,Pakistan,Personnel,2.0,
2015,band_E,Republic-of-Cote-d'Ivoire,Personnel,3.0,
2015,band_E,Rwanda,Personnel,1.0,
2015,band_E,Saudi-Arabia,Personnel,1.0,
2015,band_E,Senegal,Personnel,2.0,
2015,band_E,Sierra-Leone,Personnel,2.0,
2015,band_E,Sri-Lanka,Personnel,2.0,
2015,band_E,Swaziland,Personnel,2.0,
2015,band_E,Tanzania,Personnel,2.0,
2015,band_E,Thailand,Personnel,2.0,
2015,band_E,Uganda,Personnel,2.0,
2015,band_E,United-Arab-Emirates,Personnel,2.0,
2015,band_E,Uzbekistan,Personnel,2.0,
2015,band_E,Zambia,Personnel,2.0,
2015,band_F,Algeria,Personnel,2.0,
2015,band_F,Bahrain,Personnel,1.0,
2015,band_F,Burkina-Faso,Personnel,2.0,
2015,band_F,Cambodia,Personnel,2.0,
2015,band_F,Cameroon,Personnel,2.0,
2015,band_F,Central-African-Republic,Personnel,1.0,
2015,band_F,Chad,Personnel,2.0,
2015,band_F,"Congo,-Rep.",Personnel,2.0,
2015,band_F,Democratic-Republic-of-the-Congo,Personnel,2.0,
2015,band_F,"Egypt,-Arab-Rep.",Personnel,2.0,
2015,band_F,Equatorial-Guinea,Personnel,2.0,
2015,band_F,Eritrea,Personnel,1.0,
2015,band_F,Gabon,Personnel,0.0,
2015,band_F,Guinea-Bissau,Personnel,0.0,
2015,band_F,Guinea,Personnel,1.0,
2015,band_F,Iraq,Personnel,2.0,
2015,band_F,Kuwait,Personnel,2.0,
2015,band_F,Libya,Personnel,2.0,
2015,band_F,Mauritania,Personnel,2.0,
2015,band_F,Morocco,Personnel,0.0,
2015,band_F,Myanmar,Personnel,1.0,
2015,band_F,Oman,Personnel,2.0,
2015,band_F,Qatar,Personnel,1.0,
2015,band_F,Somalia,Personnel,2.0,
2015,band_F,South-Sudan,Personnel,2.0,
2015,band_F,Sudan,Personnel,0.0,
2015,band_F,Syrian-Arab-Republic,Personnel,0.0,
2015,band_F,Togo,Personnel,2.0,
2015,band_F,"Yemen,-Rep.",Personnel,1.0,
2015,band_F,Zimbabwe,Personnel,1.0,
2015,band_A,New-Zealand,Personnel,4.0,
2015,band_A,United-Kingdom,Personnel,2.0,
2015,band_B,Australia,Personnel,4.0,
2015,band_B,Belgium,Personnel,2.0,
2015,band_B,Canada,Personnel,3.0,
2015,band_B,Denmark,Personnel,1.0,
2015,band_B,Finland,Personnel,0.0,
2015,band_B,Germany,Personnel,2.0,
2015,band_B,Japan,Personnel,2.0,
2015,band_B,Latvia,Personnel,1.0,
2015,band_B,Netherlands,Personnel,3.0,
2015,band_B,Norway,Personnel,2.0,
2015,band_B,Poland,Personnel,1.0,
2015,band_B,Singapore,Personnel,3.0,
2015,band_B,Sweden,Personnel,2.0,
2015,band_B,Switzerland,Personnel,3.0,
2015,band_B,Taiwan,Personnel,2.0,
2015,band_B,United-States,Personnel,2.0,
2015,band_C,Argentina,Personnel,2.0,
2015,band_C,Austria,Personnel,3.0,
2015,band_C,Bulgaria,Personnel,2.0,
2015,band_C,Croatia,Personnel,1.0,
2015,band_C,Czech-Republic,Personnel,1.0,
2015,band_C,France,Personnel,2.0,
2015,band_C,Georgia,Personnel,2.0,
2015,band_C,Greece,Personnel,2.0,
2015,band_C,Hungary,Personnel,2.0,
2015,band_C,Italy,Personnel,2.0,
2015,band_C,Lithuania,Personnel,1.0,
2015,band_C,Mexico,Personnel,1.0,
2015,band_C,Serbia,Personnel,2.0,
2015,band_C,South-Korea,Personnel,2.0,
2015,band_C,Spain,Personnel,1.0,
2015,band_D,Armenia,Personnel,1.0,
2015,band_D,Bangladesh,Personnel,1.0,
2015,band_D,Benin,Personnel,1.0,
2015,band_D,Bosnia-and-Herzegovina,Personnel,2.0,
2015,band_D,Cape-Verde,Personnel,1.0,
2015,band_D,Ghana,Personnel,1.0,
2015,band_D,India,Personnel,1.0,
2015,band_D,Indonesia,Personnel,1.0,
2015,band_D,Kenya,Personnel,1.0,
2015,band_D,Malaysia,Personnel,1.0,
2015,band_D,Namibia,Personnel,0.0,
2015,band_D,Philippines,Personnel,2.0,
2015,band_D,Portugal,Personnel,0.0,
2015,band_D,Russian-Federation,Personnel,0.0,
2015,band_D,South-Africa,Personnel,2.0,
2015,band_D,Tunisia,Personnel,0.0,
2015,band_D,Turkey,Personnel,1.0,
2015,band_D,Ukraine,Personnel,2.0,
2015,band_E,Afghanistan,Personnel,1.0,
2015,band_E,Azerbaijan,Personnel,0.0,
2015,band_E,Botswana,Personnel,1.0,
2015,band_E,Brazil,Personnel,1.0,
2015,band_E,Burundi,Personnel,1.0,
2015,band_E,China,Personnel,1.0,
2015,band_E,Comoros,Personnel,0.0,
2015,band_E,Ethiopia,Personnel,1.0,
2015,band_E,"Gambia,-The",Personnel,0.0,
2015,band_E,"Iran,-Islamic-Rep.",Personnel,1.0,
2015,band_E,Jordan,Personnel,1.0,
2015,band_E,Lebanon,Personnel,0.0,
2015,band_E,Liberia,Personnel,1.0,
2015,band_E,Madagascar,Personnel,0.0,
2015,band_E,Malawi,Personnel,1.0,
2015,band_E,Mali,Personnel,0.0,
2015,band_E,Mozambique,Personnel,1.0,
2015,band_E,Niger,Personnel,1.0,
2015,band_E,Nigeria,Personnel,1.0,
2015,band_E,Pakistan,Personnel,0.0,
2015,band_E,Republic-of-Cote-d'Ivoire,Personnel,1.0,
2015,band_E,Rwanda,Personnel,1.0,
2015,band_E,Saudi-Arabia,Personnel,1.0,
2015,band_E,Senegal,Personnel,1.0,
2015,band_E,Sierra-Leone,Personnel,1.0,
2015,band_E,Sri-Lanka,Personnel,0.0,
2015,band_E,Swaziland,Personnel,0.0,
2015,band_E,Tanzania,Personnel,1.0,
2015,band_E,Thailand,Personnel,1.0,
2015,band_E,Uganda,Personnel,1.0,
2015,band_E,United-Arab-Emirates,Personnel,0.0,
2015,band_E,Uzbekistan,Personnel,0.0,
2015,band_E,Zambia,Personnel,1.0,
2015,band_F,Algeria,Personnel,1.0,
2015,band_F,Bahrain,Personnel,0.0,
2015,band_F,Burkina-Faso,Personnel,0.0,
2015,band_F,Cambodia,Personnel,1.0,
